Species,Source,Date,Location,sample,BioSample,Estado,Região
Staphylococcus aureus,,2023.0,Braslia,GCA_050413215.1,SAMN48445544,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413235.1,SAMN48445543,DF,Centro-oeste
Staphylococcus aureus,,2023.0,Braslia,GCA_050413255.1,SAMN48445542,DF,Centro-oeste
Staphylococcus aureus,,2023.0,Salvador,GCA_050413275.1,SAMN48445541,BA,Nordeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413295.1,SAMN48445540,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413315.1,SAMN48445538,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413335.1,SAMN48445539,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413355.1,SAMN48445536,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Rio de Janeiro,GCA_050413375.1,SAMN48445535,RJ,Sudeste
Staphylococcus aureus,,2022.0,Rio de Janeiro,GCA_050413395.1,SAMN48445534,RJ,Sudeste
Staphylococcus aureus,,2022.0,Rio de Janeiro,GCA_050413415.1,SAMN48445533,RJ,Sudeste
Staphylococcus aureus,,2022.0,Rio de Janeiro,GCA_050413435.1,SAMN48445532,RJ,Sudeste
Staphylococcus aureus,,2022.0,Rio de Janeiro,GCA_050413455.1,SAMN48445531,RJ,Sudeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413475.1,SAMN48445530,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413495.1,SAMN48445529,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413515.1,SAMN48445528,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413535.1,SAMN48445526,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413555.1,SAMN48445527,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413575.1,SAMN48445525,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Salvador,GCA_050413595.1,SAMN48445524,BA,Nordeste
Staphylococcus aureus,,2022.0,Braslia,GCA_050413615.1,SAMN48445523,DF,Centro-oeste
Staphylococcus aureus,,2022.0,Campinas,GCA_050413635.1,SAMN48445522,SP,Sul
Staphylococcus aureus,Swab nasal,2016.0,Rio de Janeiro,GCA_051913345.1,SAMN43011863,RJ,Sudeste
Staphylococcus aureus,Swab nasal,2019.0,Rio de Janeiro,GCA_051913355.1,SAMN43011864,RJ,Sudeste
Staphylococcus aureus,blood,2023.0,Santa Catarina,GCA_052438995.1,SAMN45897261,SC,Sul
Staphylococcus aureus,,2022.0,Braslia,GCA_053220915.1,SAMN48445537,DF,Centro-oeste
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901290465.1,SAMEA4388107,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901290555.1,SAMEA4388108,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901290665.1,SAMEA4388282,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901290745.1,SAMEA4388109,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901290835.1,SAMEA4388432,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901290855.1,SAMEA4388110,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291015.1,SAMEA4388283,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901291065.1,SAMEA4388111,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901291145.1,SAMEA4388369,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291235.1,SAMEA4388284,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291285.1,SAMEA4388412,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901291425.1,SAMEA4388285,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291505.1,SAMEA4388115,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291595.1,SAMEA4388370,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901291685.1,SAMEA4388116,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291765.1,SAMEA4388117,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291865.1,SAMEA4388449,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291935.1,SAMEA4388118,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901291985.1,SAMEA4388287,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901292075.1,SAMEA4388119,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901292175.1,SAMEA4388371,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901292215.1,SAMEA4388120,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901292325.1,SAMEA4388288,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901292515.1,SAMEA4388413,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292585.1,SAMEA4388138,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901292635.1,SAMEA104154655,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292705.1,SAMEA104154654,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292725.1,SAMEA104154656,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292805.1,SAMEA104154657,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292865.1,SAMEA104154658,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901292885.1,SAMEA104154659,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901292995.1,SAMEA104154661,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293055.1,SAMEA104154662,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293065.1,SAMEA104154664,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293175.1,SAMEA104154663,,
Streptococcus pneumoniae,PLEURAL FLUID,2012.0,Brazil,GCA_901293235.1,SAMEA104154665,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293245.1,SAMEA104154667,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293365.1,SAMEA104154668,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293415.1,SAMEA104154669,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293465.1,SAMEA104154670,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293545.1,SAMEA104154671,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293575.1,SAMEA104154672,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293595.1,SAMEA104154673,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293645.1,SAMEA104154674,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293725.1,SAMEA104154675,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293775.1,SAMEA104154676,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293855.1,SAMEA104154677,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901293895.1,SAMEA104154678,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293945.1,SAMEA104154679,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901293985.1,SAMEA104154680,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294055.1,SAMEA104154681,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294145.1,SAMEA104154683,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294275.1,SAMEA104154685,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294315.1,SAMEA104154687,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294415.1,SAMEA104154688,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294425.1,SAMEA104154689,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294515.1,SAMEA104154694,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294565.1,SAMEA104154691,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294635.1,SAMEA104154693,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294725.1,SAMEA104154696,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294775.1,SAMEA104154697,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294895.1,SAMEA104154699,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901294945.1,SAMEA104154700,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901294975.1,SAMEA104154703,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901295025.1,SAMEA104154701,,
Streptococcus pneumoniae,PLEURAL FLUID,2012.0,Brazil,GCA_901295055.1,SAMEA104154702,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295115.1,SAMEA104154709,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295195.1,SAMEA104154704,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901295255.1,SAMEA104154706,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295315.1,SAMEA104154708,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295345.1,SAMEA104154710,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295375.1,SAMEA104154712,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295485.1,SAMEA104154711,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295585.1,SAMEA104154714,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901295665.1,SAMEA104154715,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295715.1,SAMEA104154716,,
Streptococcus pneumoniae,CSF,2012.0,Brazil,GCA_901295735.1,SAMEA104154717,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295805.1,SAMEA104154718,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901295825.1,SAMEA104154720,,
Streptococcus pneumoniae,blood,2012.0,Brazil,GCA_901295815.1,SAMEA104154719,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901295925.1,SAMEA104154721,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901295935.1,SAMEA104154722,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901296015.1,SAMEA104154723,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296125.1,SAMEA104154725,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901296225.1,SAMEA104154726,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901296295.1,SAMEA104154730,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296365.1,SAMEA104154727,,
Streptococcus pneumoniae,STERILE FLUID,2013.0,Brazil,GCA_901296435.1,SAMEA104154731,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296525.1,SAMEA104154733,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296585.1,SAMEA104154736,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901296735.1,SAMEA104154737,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296785.1,SAMEA104154738,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296795.1,SAMEA104154740,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901296915.1,SAMEA104154741,,
Streptococcus pneumoniae,PLEURAL FLUID,2013.0,Brazil,GCA_901296955.1,SAMEA104154742,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297035.1,SAMEA104154745,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297125.1,SAMEA104154746,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297135.1,SAMEA104154747,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297165.1,SAMEA104154748,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297215.1,SAMEA104154750,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297245.1,SAMEA104154751,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297275.1,SAMEA104154749,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297355.1,SAMEA104154752,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297415.1,SAMEA104154753,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297455.1,SAMEA104154754,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297485.1,SAMEA104154756,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297635.1,SAMEA104154757,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297765.1,SAMEA104154760,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297775.1,SAMEA104154758,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297815.1,SAMEA104154761,,
Streptococcus pneumoniae,PLEURAL FLUID,2013.0,Brazil,GCA_901297885.1,SAMEA104154762,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901297935.1,SAMEA104154765,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901297985.1,SAMEA104154763,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298095.1,SAMEA104154768,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298165.1,SAMEA104154769,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298175.1,SAMEA104154772,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298235.1,SAMEA104154770,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298375.1,SAMEA104154774,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298485.1,SAMEA104154775,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298445.1,SAMEA104154773,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298525.1,SAMEA104154776,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298605.1,SAMEA104154777,,
Streptococcus pneumoniae,PLEURAL FLUID,2013.0,Brazil,GCA_901298645.1,SAMEA104154778,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298745.1,SAMEA104154780,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298805.1,SAMEA104154782,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298925.1,SAMEA104154783,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901298985.1,SAMEA104154786,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299085.1,SAMEA104154788,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299235.1,SAMEA104154792,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299225.1,SAMEA104154794,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299215.1,SAMEA104154796,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299325.1,SAMEA104154795,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299445.1,SAMEA104154798,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299475.1,SAMEA104154797,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299465.1,SAMEA104154799,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901299685.1,SAMEA104154801,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299695.1,SAMEA104154800,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901299705.1,SAMEA104154803,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901299735.1,SAMEA104154802,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901299845.1,SAMEA104154806,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901299825.1,SAMEA104154805,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901299995.1,SAMEA104154789,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901300025.1,SAMEA104154790,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300125.1,SAMEA104154791,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300255.1,SAMEA104154809,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300295.1,SAMEA104154807,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901300345.1,SAMEA104154808,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300405.1,SAMEA104154811,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901300515.1,SAMEA104154812,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901300555.1,SAMEA104154810,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901300625.1,SAMEA104154814,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300685.1,SAMEA104154813,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300755.1,SAMEA104154816,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300705.1,SAMEA104154817,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300905.1,SAMEA104154818,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300925.1,SAMEA104154819,,
Streptococcus pneumoniae,blood,2013.0,Brazil,GCA_901300965.1,SAMEA104154821,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901301205.1,SAMEA104154822,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901301285.1,SAMEA104154820,,
Streptococcus pneumoniae,CSF,2013.0,Brazil,GCA_901301315.1,SAMEA104154824,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901304985.1,SAMEA4388011,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305065.1,SAMEA4388344,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305085.1,SAMEA4388233,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305195.1,SAMEA4388013,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305295.1,SAMEA4388426,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305355.1,SAMEA4388014,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901305555.1,SAMEA4388015,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305635.1,SAMEA4388017,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901305745.1,SAMEA4388400,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305845.1,SAMEA4388018,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901305945.1,SAMEA4388237,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901306005.1,SAMEA4388019,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901306215.1,SAMEA4388346,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901306295.1,SAMEA4388021,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901306455.1,SAMEA4388239,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901306565.1,SAMEA4388023,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901306735.1,SAMEA4388347,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901306835.1,SAMEA4388024,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901306875.1,SAMEA4388240,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901306985.1,SAMEA4388025,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901307095.1,SAMEA4388241,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307225.1,SAMEA4388027,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307285.1,SAMEA4388348,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901307385.1,SAMEA4388242,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307505.1,SAMEA4388029,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307825.1,SAMEA4388243,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307915.1,SAMEA4388030,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901307935.1,SAMEA4388031,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308165.1,SAMEA4388244,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308345.1,SAMEA4388033,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308445.1,SAMEA4388402,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308495.1,SAMEA4388245,,
Streptococcus pneumoniae,PLEURAL FLUID,2008.0,Brazil,GCA_901308635.1,SAMEA4388035,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308745.1,SAMEA4388350,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308815.1,SAMEA4388037,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901308915.1,SAMEA4388441,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901309025.1,SAMEA4388038,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901309225.1,SAMEA4388039,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901309305.1,SAMEA4388351,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901309425.1,SAMEA4388041,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901309605.1,SAMEA4388249,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901309725.1,SAMEA4388044,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901309855.1,SAMEA4388045,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310005.1,SAMEA4388251,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310155.1,SAMEA4388353,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310265.1,SAMEA4388252,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310335.1,SAMEA4388049,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310555.1,SAMEA4388050,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901310605.1,SAMEA4388404,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901310675.1,SAMEA4388253,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901310765.1,SAMEA4388051,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901310885.1,SAMEA4388354,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901311025.1,SAMEA4388052,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901311095.1,SAMEA4388254,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901311255.1,SAMEA4388053,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901311295.1,SAMEA4388448,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901311415.1,SAMEA4388054,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901311895.1,SAMEA4388056,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901311935.1,SAMEA4388256,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901312035.1,SAMEA4388057,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901312285.1,SAMEA4388059,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901312315.1,SAMEA4388356,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901312545.1,SAMEA4388258,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901312675.1,SAMEA4388061,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901312725.1,SAMEA4388429,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901312955.1,SAMEA4388063,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901312995.1,SAMEA4388259,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901313055.1,SAMEA4388357,,
Streptococcus pneumoniae,PLEURAL FLUID,2008.0,Brazil,GCA_901313185.1,SAMEA4388064,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901313275.1,SAMEA4388260,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901313545.1,SAMEA4388406,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901313605.1,SAMEA4388261,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901313675.1,SAMEA4388067,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901313875.1,SAMEA4388068,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314005.1,SAMEA4388262,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314045.1,SAMEA4388069,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314295.1,SAMEA4388442,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314445.1,SAMEA4388359,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314495.1,SAMEA4388072,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901314615.1,SAMEA4388264,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901314665.1,SAMEA4388073,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901314705.1,SAMEA4388407,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901314855.1,SAMEA4388265,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901314925.1,SAMEA4388075,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901314945.1,SAMEA4388360,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315055.1,SAMEA4388076,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315155.1,SAMEA4388266,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315175.1,SAMEA4388077,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901315375.1,SAMEA4388078,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315445.1,SAMEA4388267,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901315475.1,SAMEA4388430,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315495.1,SAMEA4388079,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315635.1,SAMEA4388361,,
Streptococcus pneumoniae,CSF,2008.0,Brazil,GCA_901315665.1,SAMEA4388080,,
Streptococcus pneumoniae,blood,2008.0,Brazil,GCA_901315845.1,SAMEA4388081,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901315895.1,SAMEA4388408,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901315965.1,SAMEA4388082,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901316115.1,SAMEA4388083,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901316225.1,SAMEA4388084,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901316265.1,SAMEA4388362,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901316355.1,SAMEA4388270,,
Streptococcus pneumoniae,CSF,2009.0,Brazil,GCA_901316385.1,SAMEA4388085,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901316445.1,SAMEA4388895,,
Streptococcus pneumoniae,blood,2009.0,Brazil,GCA_901316515.1,SAMEA4388086,,
